outcome_key,regime,excluded_country,estimate,p_cluster
gvc,R1,ZAF,0.25592642828628087,0.2909449239824997
gvc,R1,ZMB,0.25593228628504,0.2909139383680604
gvc,R1,ZWE,0.25593228628504,0.2909139383680604
gvc,R2,ABW,-0.09282579900756482,0.7451278305326954
gvc,R2,AFG,-0.09282579900756482,0.7451278305326954
gvc,R2,AGO,-0.09282579900756527,0.7452179109688181
gvc,R2,ALB,-0.09282579900756482,0.7451278305326954
gvc,R2,AND,-0.09282579900756482,0.7451278305326954
gvc,R2,ARE,-0.0038966655472775225,0.9887711666484295
gvc,R2,ARG,-0.09282579900756621,0.7452179109688163
gvc,R2,ARM,-0.09282579900756482,0.7451278305326954
gvc,R2,ASM,-0.09282579900756482,0.7451278305326954
gvc,R2,ATG,-0.09282579900756482,0.7451278305326954
gvc,R2,AUS,-0.07731106413911099,0.7881078898767957
gvc,R2,AUT,-0.08223400712795631,0.7778727674411692
gvc,R2,AZE,-0.09282579900756482,0.7451278305326954
gvc,R2,BDI,-0.09282579900756482,0.7451278305326954
gvc,R2,BEL,-0.08552557791134291,0.7649171280625519
gvc,R2,BEN,-0.09282579900756482,0.7451278305326954
gvc,R2,BFA,-0.09282579900756482,0.7451278305326954
gvc,R2,BGD,-0.09282579900756305,0.7452179109688245
gvc,R2,BGR,-0.12502756674929116,0.6670457287025443
gvc,R2,BHR,-0.09282579900756482,0.7451278305326954
gvc,R2,BHS,-0.09282579900756482,0.7451278305326954
gvc,R2,BIH,-0.09282579900756482,0.7451278305326954
gvc,R2,BLR,-0.09282579900755766,0.7452179109688395
gvc,R2,BLZ,-0.09282579900756482,0.7451278305326954
gvc,R2,BMU,-0.09282579900756482,0.7451278305326954
gvc,R2,BOL,-0.09282579900756482,0.7451278305326954
gvc,R2,BRA,-0.09282579900756627,0.7452179109688163
gvc,R2,BRB,-0.09282579900756482,0.7451278305326954
gvc,R2,BRN,-0.17775396483272637,0.5209737844216128
gvc,R2,BTN,-0.09282579900756482,0.7451278305326954
gvc,R2,BWA,-0.09282579900756482,0.7451278305326954
gvc,R2,CAF,-0.09282579900756482,0.7451278305326954
gvc,R2,CAN,-0.08539572923680089,0.7750460139016735
